,name,description,is_preschooler
2056,the snowball,"watch out below! here comes a giant snowball tumbling down a hill, picking up everything--and every<i>body</i>--in its path!  <br /><br />illustrated in full color.",1
2057,the big snowball,"a little boy's runaway snowball wreaks village-wide havoc! simple rhyming text and funny illustrations describe the snowball's path through town. the silly ending will leave kids giggling. <b>picture readers</b> combine rebus pictures, super-simple vocabulary, and cut-out flash cards to develop and reinforce reading skills.",1
2058,the biggest snowball ever!,"a little snowball fight turns into the biggest snowball ever, sweeping up everyone in its path -- and tomorrow is christmas day! will the children be rescued in time?",1
2059,the biggest snowball of all (magic castle readers),"little bear makes a tiny snowball that she puts on the end of her nose, but it falls off and rolls down the hill, becoming a very big snowball in the process.",1
2060,snowball,"the weather report says ""snow."" yet there is no sign of it on monday, or on tuesday or wednesday or thursday. but oh, when it comes, it is as thick and white and wonderful (and perfect for snowballs) as the exuberant young narrator dreamed. young fans who already love nina crews's striking photo-collage picture books will revel in this winter wonderland. zip up your jacket and come outside. it's snowing!",1
2061,anna banana and me,"anna banana is fearless. she swings high in the playground, invents stories about huge, terrifying goblins -- and believes in magic. <br />the small boy she plays with is afraid. he would never do the things that anna banana does, even when they're together. but one day, when he's most scared, he uses a little bit of her magic -- and makes some of this own. <br />this warm, funny story about a feisty little girl and her timid playmate is sure to touch the youngest reader.",1
2062,anansi and the moss-covered rock,"<b>a classic trickster folktale told with humor and charm, this is a perfect read along book both parents and children will love.</b><br /><br />when anansi the spider finds a strange moss-covered rock in the forest, he uses it to trick all his animal friends. but little bush deer is onto anansi's scheme, and hatches a plan to beat him at his own game.<br /><br />based on tales originating in west africa and familiar in caribbean culture, the five-book <i>anansi the trickster </i>series is full of slapstick humor and mischief. eric a. kimmel's imaginative energy combined with janet stevens' expressive illustrations create the perfect silly stories for fun-loving kids.",1
2063,"snipp, snapp, snurr and the big surprise","when mother leaves to visit an old friend, snipp, snapp and snurr decide to plan a big surprise for her return. with nanny's help they decide to get her a new chair. mother is so thrilled when she sees her fantastic surprise!",1
2064,each peach pear plum,"'each peach pear plum' - the classic picture book by janet and allan ahlberg - is a timeless picture book classic from the bestselling illustrator/author team janet and allan ahlberg, creators of peepo!. each beautifully illustrated page encourages young children to interact with the picture to find the next fairy tale and nursery rhyme character. <br /><br />this board book edition is perfect for little hands. in this book ""with your little eye, take a look, and play 'i spy'"". this familiar rhyme has been given the brilliant ahlbreg treatment to which no young child can fail to respond. it's a book which will be read over and over again . . . just perfect!'<br /><br />""deceptively simple. 'each peach pear plum' is a work of genius."" <br /> - elaine moss",1
2065,froggy learns to swim,"frogs are supposed to be great swimmers. ""not me!"" says froggy, who's afraid of the water. but with a little encouragement, some practice, and the help of a silly song or two, froggy becomes an expert frog-kicker! full color.",1
2066,alvie eats soup,"alvie eats soup. that's it. no swapping, no sampling. just soup. alvie's parents are at their wits' end. and then it gets worse. granny francesca, alvie's famous gourmet granny is coming to town. she's a chef extraordinaire! this visit could be the icing on the minestrone!",1
2067,mummy laid an egg!,mini treasures: delightful mini picture books to treasure forever. mummy laid an egg mum and dad decide it's time to tell the kids about the facts of life. but do they dare? and do the really know everything about the birds and the bees?,1
2069,mr. dizzy,"mr. dizzy always gets things confused until one day he happens upon a wishing well, and his dearest wish comes true!",1
2071,the very lonely firefly,"<b>a very classic from eric carle, creator of <i>the very hungry caterpillar</i>!</b><br /><br />when a very lonely firefly goes out into the night searching for other fireflies, it sees a lantern, a candle, and the eyes of a dog, cat, and owl all glowing in the darkness. it even sees a surprise celebration of light. but it is not until it discovers other fireflies that it finds exactly what it's looking for--a surprise sure to bring smiles to anyone who turn the final page!<br /><br />lushly illustrated with eric carle's trademark vibrant collage art, soothingly told with a gentle read-aloud rhythm, and complete with a surprise sure to ""light up"" children's faces, <i>the very lonely firefly</i> will fast become a storytime favorite. read it with a flashlight in the dark or under the table--and watch those fireflies glow!",1
2072,max and ruby's show-and-tell,"it s show-and-tell day at ruby s school, and ruby is going to show off her cake. max wants to come, but ruby says that he can t he is too young for school! find out what happens when max goes anyway in this sweet and funny all aboard picture reader.",1
2074,boomer goes to school,"in <i>boomer's big day,</i> boomer and his family moved to a new town. now boomer is going to school! like many new students, boomer finds that going to school can be a bit confusing...at first. but in the end, he discovers that school is a great place for friends, learning, and fun!",1
2075,i'll always love you,"illus. in full color. ""in this gentle, moving story, elfie, a dachshund, and her special boy progress happily through life together. one morning elfie does not wake up. the family grieves and buries her. the watercolor illustrations, tender and warm in color and mood, suit the simple text perfectly.""--<i>school library journal.</i>",1
2076,badger's parting gifts,"<strong>""the gentle message holds particular validity for children and is conveyed in a tenderhearted manner."" <em>—</em><em>booklist</em></strong><br /><br /><strong>“warm and sensitive.” <em>—</em><em>publishers weekly</em></strong><br /><br />all the woodland creatures—mole, frog, fox, and rabbit—love old badger, who is their confidante, advisor, and friend. when he dies, they are overwhelmed by their loss. then they begin to remember and treasure the memories he left them.<br /><br />told simply, directly, and honestly, this uplifting story will be of tremendous value to both children and their parents. a gentle classic that can help foster communication, care, and understanding.",1
2079,the night flight,"at night after falling asleep, anna flies to her favorite park which is now filled with crocodiles, monkeys, and a lion who takes her to his secret waterfall.",1
2080,the keeping quilt,"""we will make a quilt to help us always remember home,"" anna's mother said. ""it will be like heaving the family in backhome russia dance around us at night. <p>and so it was. from a basket of old clothes, anna's babushka, uncle vladimir's shirt, aunt havalah's nightdress and an apron of aunt natasha's become <i>the keeping quilt,</i> passed along from mother to daughter for almost a century. for four generations the quilt is a sabbath tablecloth, a wedding canopy, and a blanket that welcomes babies warmly into the world. </p><p>in strongly moving pictures that are as heartwarming as they are real, patricia polacco tells the story of her own family, and the quilt that remains a symbol of their enduring love and faith.</p>",1
2081,just plain fancy,"naomi vlecke lives with her farming family in an amish community in pennsylvania. the amish first came to pennsylvania in the early 1700s, and to this day preserve a religious and ""plain"" life-style. as part of her household chores, naomi looks after the chickens with her little sister, ruth.<br /><br />one day naomi and ruth find an abandoned egg near the road. this is no ordinary chicken egg, though. in fact, surrounded by the simplicity and austerity of their amish ways, this egg is almost ""fancy."" naomi decides this special egg must be hatched. and when it is, it's plain to see that this is no ordinary chick!<br /><br />the girls manage to keep the chick, dubbed fancy, a secret... until the day of the vleckes' frolic, or community working bee. on this day, naomi is to receive a white organdy cap, a family tradition, as a reward for her hard work and responsibility. but on this day, too, fancy decides to introduce himself to the community.<br /><br />the results are a sheer delight, pure and simple. patricia polacco's passion has taken her into the heart of amish country in search of a story. in this unabridged reading of her award-winning book, her lively voice, accompanied by her beautiful artwork carry this story of discovery and growing up into the hearts of all who listen and turn its pages.",1
2082,appelemando's dreams,"appelemando loves to dream! the villagers think he will never amount to much, but his friends know better. they can see his dreams drift up from the top of his head and float into the sky.<br />then, one rainy day, appelemando's dreams are blown onto all the wet walls and roofs of the town, covering the houses and stores with fantastic pictures. the villagers are astonished and angry: how could the children do such a thing! not until appelemando and his friends lose their way in the forest do the villagers recognize the wonder and value of appelemando's special gift.<br />with her vibrant folk-art illustrations, patricia polacco draws young readers into appelemando's magical world, where they will discover the importance of dreaming and the power of true friendship.",1
2083,in enzo's splendid gardens,"<i>this is the bee that stopped on a tree in enzo's splendid gardens. . . .</i><br /><br />and that's how this rollicking adventure from patricia polacco begins. a boy drops his book when he takes a good look at that very bee. then a waiter, who'd just turned around, trips on the book and tips his tray--otherwise he'd have had a good day!<br /><br />before you know it, the ladies have spilled their tea; chef enzo has toppled the spaghetti, chasing his cat, whose name is lettie. dishes are hitting the floor; patrons are dashing out the door. oh, if it weren't for that mischievous bee, there in enzo's splendid garden!<br /><br />in this amusing romp, author-artist patricia polacco introduces us to her husband, enzo, who cooks the best spaghetti in oakland, california (at least when he's not chasing the cat). a whimsical cumulative tale that is a treat to read aloud.<br /><br />follow the trail of mishaps that happen--all because of a silly old bee!",1
2084,uncle vova's tree,"a holiday favorite from patricia polacco is now available again, to her fans' delight. based on polacco's childhood memories, this is the story of her great-uncle vladimir, known as vova, and his colorful and inventive celebrations of the russian orthodox holiday of epiphany. polacco's art warmly depicts the vibrant costumes and decorations from her family's homeland, and the text conveys the magical feeling of a child's wonder and joy during the holidays. <br /><br /> <i>uncle vova's tree</i> is a perfect companion to polacco's new holiday story, <i>christmas tapestry</i>, or a stand-alone classic that belongs on every",1
2085,picnic at mudsock meadow,"it?s time for the annual halloween picnic. but the kids are worried about the ghost of titus dinworthy. except william, who?s pretty sure old titus is just swamp gas; it?s hester bledden he?s worried about. every time william is about to win a contest, hester shows up, sticks out her tongue, and shouts, ?peeee youuuuu!? but when something eerie rises out of the swamp, william gets a chance to show both titus and hester what a boy from mudsock meadow is made of.",1
2086,the knight and the dragon,"what happens when a sheepish knight and a not-so-fierce dragon fight for the very first time? well, it?s no ordinary battle since the knight has to go to the castle library to learn about dragon-fighting and the dragon must dig through his ancestor?s things to find out how to fight a knight!?spontaneity of line and feeling are backed by zesty colors and a jovial, tongue-in-cheek tone to which children can relate?a top springtime choice.? --<i>booklist</i>?there?s a swirl of good-humored life to the book.? --<i>the new york times book review</i>",1
2087,big anthony: his story,"fans of tomie depaola’s kindly strega nona will love this charming look at the early days of her good-hearted but clumsy helper big anthony. from the day he is born, big anthony never pays attention. as a boy, he leaves the gates of the farm open and all the animals escape. as a young man off to make his fortune in the world, he accidentally “fixes” the leaning tower of pisa. will italy survive the hilarious mishaps of big anthony?“readers of all ages can be grateful that depaola continues to practice his magic so well.”<br /><b> —the new york times book review</b><br /><br />“big anthony and strega nona certainly qualify as celebrities in the realm of picture books, and this latest installment will bring smiles to the faces of their young fans.” <br /><b>—school library journal</b>",1
2088,bill and pete,"tomie depaola has created two memorable friends in this wonderfully funny picture book. bill, the crocodile, and pete, his ""toothbrush"" bird friend, were inspired by the egyptian plover, which does indeed act as a crocodile toothbrush.<br /><br />their adventures together along the banks of the river nile, which include bill's first day at crocodile school and an encounter with the bad guy from cairo, are filled with the originality and offbeat humor of this favorite author-artist.",1
2089,moja means one: swahili counting book,"<b>a caldecott honor book</b><br /><i><br />moja means one</i> introduces children to counting in swahili with helpful pronunciation keys, while presenting east african culture and lifestyles through an easy-to-understand narrative and vivid illustrations.<br /><br />""magnificient, full-page drawings throb with the feeling of east african life.""--child study association<br /><br />look for the caldecott honor book and companion title: <i>jambo means hello: swahili alphabet book</i>",1
2090,a chair for my mother,"after their home is destroyed by a fire, rosa, her mother and grandmother save their coins to buy a really comfortable chair for all to enjoy.",1
2091,big fat hen,"“one, two, buckle my shoe. three, four, shut the door. . . . . nine, ten, big fat hen!” “baker uses an imaginative array of acrylic colors for his hens--greens, purples, and pinks to contrast with the warm, yellow straw background. there are lots of things to count, such as sticks, eggs, chicks, and hens. a fine choice for toddler story hours.”--<i>school library journal</i><br />",1
2092,count on clifford,clifford teaches young readers how to count.,1
2094,the fuzzy duckling (big little golden book),"alice and martin provensen’s illustrations are so delightful that children will want to join the fuzzy duckling on his stroll through the countryside, meeting animals along the way. this adorable counting story by jane werner watson is as fresh today as it was in 1949.",1
2096,why is the sky blue?,"young rabbit would like to know why the sky is blue. in fact rabbit wants to know everything. his old friend, donkey, who knows lots of things, promises to teach him. but maybe rabbit can teach wise donkey a thing or two as well?",1
2097,slinky malinki,"from the creator of hairy maclary comes a new series starring a rascally cat named slinky malinki. <br /><br />what was he up to? at night, to be brief, slinky malinki turned into a thief.<br /><br />but by morning, slinky comes to realize that crime doesn't pay.<br /><br />this story spins off a character first introduced in 'hairy maclary scattercat'. <br /><br />previously available in the u.s. only in library binding.",1
2098,hairy maclary and zachary quack,"hairy maclary ""dozily dreamed as he lay on his back when pittery pattery, skittery scattery, zip 'â­round the corner came zachary quack."" little zach presents quite a nuisance, but their friendship wins out in the end.previously available in the u.s. only in library binding.",1
2101,make things fly: poems about the wind,"this rich collection of 27 poems for children about wind includes works by such authors as christina rossetti, a.a. milne, russell hoban, myra cohn livingston, robert louis stevenson and norma farber. sasha meret's sensitive illustrations are a perfect accompaniment to the strong, soaring, sometimes whimsical, and always evocative poems.",1
2103,food! by cookie monster (sesame street),"cookie monster may eat just about anything, but he knows what’s good for you. to share his great love of food, cookie has written his own little book (with just a little bit of help). in it, he shows us all his favorite healthy meals and snacks: fruits and veggies, sandwiches at the beach, popcorn at the movies, and more. and after a healthy meal, it’s time for dessert–and we all know what cookie’s favorite dessert is! cooookies! here, in his unique voice, and with his own brightly colored finger paintings, is cookie monster’s very first, very colorful book.<br /><br /><br /><i>from the hardcover edition.</i>",1
2104,"the thanksgiving mystery (scooby-doo! readers, #17)","<div>scooby-doo is america's favorite canine super sleuth!<br /><br />something spooky's going on! the gang heads to a farm to pick vegetables for thanksgiving dinner, but - zoinks! - it seems like daphne, velma, and fred have been turned into pumpkinhead monsters! can scooby and shaggy get to the bottom of this caper before the pumpkin heads get them?<br /><br /><b>book details:</b>  format: paperback  publication date: 10/1/2006  pages: 32  reading level: age 7 and up  </div>",1
2105,dogzilla,"“dogzilla rises from a volcano to break up the first annual mousopolis barbecue cook-off, and scatter the big cheese’s troops with her fearsome doggy breath--but the threat of a bath sends her scurrying back to her mountain. illustrations are painted in bright acrylics around cleverly trimmed and placed photographs of pilkey’s pet mice, cat, and corgi, for a wonderfully silly look, appropriately accompanied by a pun-laden text.”--<i>school library journal</i><br />",1
2106,"scooby-doo spooky sports day (scooby-doo, picture clue #14)","<div>scooby-doo is an 'ameri-canine' icon, the most beloved cartoon pooch of the past three generations. the snack-sniffling sleuth and his pals are in the midst of a huge popularity and awareness upswing<br /><br />the picture clue books are based on the traditional ""rebus reader"" - using a picture as a tool for learning a word. on the sample spread, you can see where a picture is substituted for a word. this gives a young reader a sense of pride that she is ""reading"" the story. all pictures and vocabulary are on flashcards at the end of the book.<br /><br />did a ((monster)) take the sports day ((wagon)) full of ((softballs))?<br />it's another mystery for ((scooby)) and the gang!<br /></div>",1
2107,ghost train,"<strong>winner of the governor general's award, the amelia frances howard-gibbon illustrator's award, the elizabeth mrazik-cleaver award and the ruth schwartz award</strong><br /><br /><br />this powerful, unforgettable and multi-award-winning tale is based on the lives of the chinese who settled on the west coast of north america in the early 1900s.<br /><br /><br />left behind in china by her father, who has gone to north america to find work, choon-yi has made her living by selling her paintings in the market. when her father writes one day and asks her to join him, she joyously sets off, only to discover that he has been killed. choon-yi sees the railway and the giant train engines that her father died for, and she is filled with an urge to paint them.<br /><br /><br />but her work disappoints her until a ghostly presence beckons her to board the train where she meets the ghosts of the men who died building the railway. she is able to give them peace by returning their bones to china where they were born.",1
2108,bamboo,"told by an author who has made a career out of exploring the world and experience of ""overseas chinese,"" <i>bamboo</i> is a sensitive, revealing work. telling a tale of change and acceptance, the book begins in rural turn-of-the-century china when bamboo, a young farmer, finds himself beset by poverty and decides to travel to the new world in order to find fortune. but while bamboo is away, his sister-in-law makes mischief: she schemes to steal bamboo's ancestral lands. the plan looks set to work until the magic bamboo that bamboo's new wife, ming, brings as a gift saves her husband's life.",1
2110,lookin' for bird in the big city,"from bridge to street to subway, miles davis hears the king of bebop's music so clearly he feels they must be destined to meet. finally, when it seems he has turned the last corner of the city, he finds him--charlie parker, the most fantastic bird ever heard. robert burleigh's soulful lyricism and marek los's bold brushstrokes combine to create a brilliant portrait of what might have happened one fateful night.<br />",1
2111,what will the weather be?,weather<br /><br />will it be warm or cold?<br /><br />should we wear shorts or pants?<br /><br />shoes or boots?<br /><br />read and find out why the weather is so difficult to predict.,1
2112,the talking vegetables,"<b>a wonderful folktale from the award-winning authors of <i>mrs. chicken and the hungry crocodile</i></b><br /><br /><b>
  <i></i>
</b> <br /><br />the villagers are planting a garden, but spider refuses to help. he has plenty of rice to eat, so why should he do all that hard work? then one day spider gets tired of plain rice and decides to pick some of the delicious produce. imagine his surprise when the vegetables start talking!<br /><br /><br />the talented team that created the award-winning titles <i>mrs. chicken and the hungry crocodile</i> and <i>head, body, legs</i> join together once again for a laugh-out-loud funny liberian story.<br /> <br /><br /><i>the talking vegetables</i> is a 2007 bank street - best children's book of the year.",1
2113,the story of lightning and thunder,"in this retelling of a west african tale, ma sheep thunder and her impetuous son ram lightning are forced to leave their home on earth because of the trouble ram causes.",1
2114,"konte chameleon fine, fine, fine!",konte chameleon can't understand why his body keeps changing colors and fears he's sick.,1
2115,master man: a tall tale of nigeria,"shadusa was strong. when he gathered firewood, he hauled twice as much as anyone else. when he hunted, he carried home two antelopes at once.one day he said to his wife, shettu, ""just look at these muscles. i must be the strongest man in the world. from now on, just call me master man...<br /><br />""quit your foolish boasting,"" shettu replied. ""no matter how strong you are, there will always be someone stronger. and someday you may meet him!""<br /><br />in this traditional hausa tale of superheroes, shadusa must learn a lesson harder than his own muscles. is he the ultimate master man?",1
2116,the leopard's drum: an asante tale from west africa,"osebo the leopard has a fine drum, a huge drum, a ""magnificent"" drum. all the animals covet osebo's drum, but he won't let anyone else have it, not even nyame, the sky-god. so, nyame offers a big reward to the animal that brings him the drum. all try - the monkey, the elephant, even the python - and all fail. can a very small tortoise succeed in outwitting the boastful leopard? jessica souhami's vibrant collage illustrations, full of movement and humor, add additional appeal to this delightful story. the short, rhythmic text is perfect for reading aloud.",1
2117,i am the mummy heb-nefert,"clad in flowing linen robes, adorned with jewels, pampered by servants, heb-nefert led a life of leisure and joy with her royal husband on the banks of the nile. now she lies, a mummy, encased in glass in a museum, and recalls the days of long ago. “a mummy’s moving soliloquy on youth, love and the fleeting nature of life is the centerpiece of this hauntingly beautiful picture book.”--<i>publishers weekly</i><br />",1
2118,babar's little circus star (step into reading series step 1:  preschool - grade 1),"illus. in full color by the author. ""isabelle is upset because she's the smallest in the family. when the circus comes to town, the clowns observe her tumbling skills and ask her to star in a performance. isabelle shines but after the performance, she realizes it's nice to be little sometimes too. written in short sentences featuring simple words, this easy-to-read book should be popular.""--<i>booklist. </i>",1
2119,"mr. clever (mr. men, #37)","mr. clever thinks he is smartest guy around. but one day, helearns that he doesn't know everything.",1
2121,i can be safe: a first look at safety,"this friendly little book acknowledges kids' fears and makes them aware of things they need in order to feel safe in different situations. they learn, for instance, to look both ways when crossing a road, to wear special clothing for sports, to know their parents' names, phone number, and emergency numbers, and many other details. <i>a first look at</i> is an easy-to-understand series of books for younger children. each title explores emotional issues and discusses the questions such difficulties invariably raise among kids of preschool through early school age. written by a psychotherapist and child counselor, each title promotes positive interaction among children, parents, and teachers. the books are written in simple, direct language that makes sense to younger kids. each title also features a guide for parents on how to use the book, a glossary, suggested additional reading, and a list of resources. there are attractive full-color illustrations on every page. (ages 4-7)",1
2123,frog and the birdsong,"one autumn day frog discovers a blackbird lying motionless in the grass. worried, he asks his friends what can be the matter. very gently and simply, then animals begin to understand the meaning of death and the beauty of life in this moving story.",1
2124,grandmama's pride,every summer sarah marie visits her grandmama who lives in the south. she doesn't realize how segregated the south is because grandmama is too proud to put up with those things. they walk to town instead of sitting in the back of the bus.,1
2125,once upon an ordinary school day,"<b>a celebration of extraordinary teachers!</b><br /><br />the boy's breakfast is ordinary, his walk to school is ordinary, even his thoughts are ordinary. but when he goes to his classroom and sits down at his desk, his day begins to change - a new teacher, mr. gee, bursts into the classroom with an extraordinary idea that challenges all the children to use their imagination. suddenly an ordinary day is turned topsy-turvy, and the boy is inspired in a way that will change him forever.<br /><br />the rollicking words and pictures celebrate the unexpected in this tribute to great teachers and students everywhere.<br /><br /><i>once upon an ordinary school day</i> is a 2006 bank street - best children's book of the year.",1
2126,the gunniwolf,"wilhelmina harper's <i>the gunniwolf</i> is a classic-beloved by readers, storytellers, and teachers. unavailable for years, it is back with fabulous new illustrations by barbara upton, perfect for our time. its vibrant, rhythmic read-aloud text-sprinkled with dialect-tells the story of little girl, who is forbidden to enter the jungle for fear of meeting the gunniwolf. but when she does, this version's gunniwolf seems almost playful-if just a little scary. but little girl learns her lesson, and a new generation of listeners will be rapt with delight at this ""guten sweeten"" book. <br /><br /> illustrated by barbara upton.",1
2127,"good night, sam","<strong>""stella,"" whispered sam, ""are you sleeping?""</strong><br /><br /><br /><strong>""yes,"" answered stella. ""aren't you?""</strong><br /><br /><br />sam can't sleep without his beloved dog, fred. but where could he be? sam knows that fred is afraid of the dark, of the monster that lives in the closet and of the giant toad that lurks downstairs. luckily, stella is there to reassure sam as they search everywhere.",1
2128,looking after louis,"louis has autism, but through imagination, kindness, and a special game of soccer, his classmates find a way to join him in his world. this powerful story highlights the advantages of inclusion for both children with autism and their classmates. full color.",1
2130,come to the ocean's edge,"boyds mills press publishes a wide range of high-quality fiction and nonfiction picture books, chapter books, novels, and nonfiction",1
2131,love is a family,"roma downey, star of the heartwarming television series <em>touched by an angel, </em>has a beautiful message for all families.<em>""sometimes i wish i had sisters, or a dad who lived with me, or at least a brother or something! ""said lily.</em><br /><br />""i know, "" said mama. ""sometimes i wish that, too. but most of the time our little family feels just right to me. love is what makes a family, and we've got plenty of that.""<br /><br />irrepressible young lily loves her mother dearly. but when it's time for family fun night at her school, she worries...and worries. what will the other kids think when she just brings her mother? will they be the strangest family there?<br /><br />but when they arrive at family fun night, lily sees all her friends having fun with their families -- of every shape, size, and-color. she learns that there are as many ways of showing love as there are stars in the sky.<br /><br />in this enchanting, beautifully illustrated story, beloved actress roma downey shows children that family should not be defined by mother, father, and child, but by<em> love.</em>",1
2132,the three little wolves and the big bad pig,"when it comes time for the three little wolves to go out into the world and build themselves a house, their mother warns them to beware the big bad pig. but the little wolves' increasingly sturdy dwellings are no match for the persistent porker, who has more up his sleeve than huffing and puffing. it takes a chance encounter with a flamingo pushing a wheelbarrow full of flowers to provide a surprising and satisfying solution to the little wolves' housing crisis. <br />eugene trivizas's hilarious text and helen oxenbury's enchanting watercolors have made this delightfully skewed version of the traditional tale a contemporary classic.",1
2133,a pirate's life for me,"ahoy, matey! did you ever wonder what life was like on a pirate ship? join this pirate crew for a day and see for yourself. hoist the jolly roger as the pirates prepare to attack a merchant ship and you'll earn a share of the loot. sing a sea chantey as you help wind the capstan. and after you climb down the ratlines from the crow's nest, you can feast on salmagundi. from spanish galleons to stinkpots, from treasure maps to desert islands, for a pirate it's all in a day's work!",1
2134,at grandpa's sugar bush,"alongside his grandpa, a young boy shares the tasks involved in making maple syrup the old-fashioned way. from tapping the trees to boiling the sap, the two spend many hours working side by side in the woods. their reward is a delicious breakfast of pancakes and ?the best syrup in the whole world.? <br /><br />this is more than a story about syrup-making. it is the story of the grandfather's bond with nature and how he transfers this feeling to his grandson. janet wilson's rich oil paintings capture all the signs of spring's arrival in the sugar bush and the loving relationship between the boy and his grandpa.",1
2135,i can draw animals,"using large colourful photographs and simple step-by-step instructions, the books in the usborne playtim e series present young children with ideas for various arts and crafts. '",1
2136,grandma's button box (math matters),"while grandma was taking her morning walk, kelly reached for grandma's button box. crash! buttons in every size, shape, and color flew everywhere! could kelly and her cousins have the buttons sorted and back in the button box before grandma's return?",1
2138,the journey of tunuri and the blue deer: a huichol indian story,"a contemporary adaptation of an indigenous huichol teaching tale, illustrated with traditional yarn drawings by huichol artisans<br /><br />• shares the hidden treasures of a nature-based indigenous culture<br /><br />• a teaching tool for multicultural studies for children ages 6 to 9<br /><br />• explains who the huichol people are and the symbolism of the images used by the artists<br /><br />the huichol indians live in the remote regions of the sierra madre mountains of western mexico, where geographic isolation has allowed them to retain their culture and spiritual traditions in the face of colonization. their nature-based way of life makes no distinction between the sacred and the secular, and they express their reverence for the powers of the earth by regarding all elements in nature as family. <br /><br /><i>the journey of tunuri and the blue deer</i> is a modern adaptation of a traditional huichol story depicting a young child finding his (or her) personal task in life by connecting with the powers of nature. the story is told through the experiences of young tunuri, who becomes lost in the woods. he meets the magical blue deer--a messenger between the worlds of mortals and deities--who introduces tunuri to father sun, mother earth, and others in the natural world, while leading him back to his human family. through this lovely tale and the vivid illustrations done in the medium of traditional huichol yarn drawings, children can learn about their place in the sacred web of life.",1
2139,first day jitters,"everyone knows that sinking feeling in the pit of the stomach just before diving into a new situation. sarah jane hartwell is scared and doesn't want to start over at a new school. she doesn't know anybody, and nobody knows her. it will be awful. she just knows it. with much prodding from mr. hartwell, sarah jane reluctantly pulls herself together and goes to school. she is quickly befriended by mrs. burton, who helps smooth her jittery transition. this charming and familiar story will delight readers with its surprise ending.<br /><br />fun, energetic illustrations brighten page after page with the busy antics surrounding sarah jane. first day jitters is an enchanting story that is sure to be treasured by anyone who has ever anticipated a first day of school.",1
2140,soldier and tsar in the forest: a russian tale,"not knowing the man he meets in the forest is the tsar, a young soldier discloses that he has deserted.",1
2141,private i. guana: the case of the missing chameleon,leon the chameleon is missing! but ace detective private i. guana is on the case.,1
2142,thirteen moons on turtle's back,"each legend in this lyrical collection of native american mythology is taken from a different tribe, and recounts how these people related the cycles of the moon to the seasons. full color.",1
2143,stink soup,"<b>a summer trip abounding in tomatoes and mischief</b><br /><br />annabelle and her little brother, willie, are spending the week at granny's. annabelle, who has promised to keep her brother out of trouble, can't decide which is worse: being responsible for willie, or helping granny prepare tomatoes -- which annabelle hates -- for home canning. willie escapes his sister's surveillance to lasso chickens and torment the goat. annabelle, when not searching for her brother, must squish hot tomatoes for juice - and find ways to avoid tasting the finished product. but the offending fruit ends up being of unexpected benefit as willie's devilishness reaches an all-time high.<br /><br />annabelle narrates this flavorful farm story, depicted with comic illustrations.<br />",1
2145,sailing off to sleep,"""it's nighttime, my little one.climb into bed.i'll go sailing instead.<br /><br />""there's only one problem:<br /><br />your ship has no sail.<br /><br />i'm tying my boat<br /><br />to the tail of a whale.<br /><br />cuddle up with this warm and loving tale of a feisty little girl and a mother who understands her daughter's reluctance for bedtime. after all, who wants to sleep when there are so many adventures ahead?",1
2147,the boy who wouldn't go to bed,"the author of bear under the stairs and little monster did it! presents a story that features a delightful new spin on the age-old fuss over bedtime. determined to stay up all night, the young hero tries to ward off his mother by zooming his little car around the mysterious land of his twilit house. full color.",1
2148,emily's art,"""what a gorgeous painting,"" exclaimed the judge of ms. fair's first-grade art contest. ""what a beautiful rabbit!""<br /><br />for emily, the words are a shock.<br /><br />her painting is of her dog, thor. not a rabbit.<br /><br />but instead of thinking: <i>what's wrong with this judge?</i> emily takes the words, and the judgment, to heart.<br /><br />just as she takes her art.<br /><br />not everyone, not ms. fair, or even emily's best friend, kelly, can see that.<br /><br />at first.",1
2149,another perfect day,"""life is rich,"" sighed jack, as he settled back in his job as chief flavor tester for the world's best ice cream company. ""this is turning out to be my most perfect day yet!""<br /><br />but just when he thought things couldn't possibly get any better, they started to get a little . . . funny.<br />",1
2151,be boy buzz,"""i be boy. all bliss boy. all fine beat. all beau boy. beautiful."" famed author bell hooks infuses a sparse and joyous text with the essence and energy of what it means to be a boy-- all boy. chris raschka's sentient illustrations buzz with a force that is the perfect match for this powerful poetry.",1
2152,beyond old macdonald: funny poems from down on the farm,"old macdonald had a farm, but what did that oink-oink pig and honk-honk goose really do? they had all sorts of escapades, as readers will discover in this collection of silly, rhyming poems about farm life. charley hoce taps his twenty-two years as a classroom teacher to write verse that is perfectly pitched to young children's (sometimes corny) sense of humor. and he's deliberately woven in language skills that young children need to practice. ""children love puns, homophones, idioms, and anything that turns convention upside down,"" says charley. so a sheep goes on the lam, a cow wears a dress that makes her calves look small, a bull literally teeters in a china shop. old macdonald's farm has never been so much fun!",1
2153,petunia,"when roger duvoisin first introduced children to his proud and silly goose, petunia, in 1950, it was love at first sight. those children have grown up, but petunia is every bit as fresh and funny and muddled as the day she was born. <br /><br />in this, the first of the series of classic books featuring the silly goose, petunia finds a book—and, deciding that if she owns a book she must be wise, dispenses hilariously mistaken advice to the other animals in <br />the farmyard. <br /><br />with its gentle lesson and the kind of humor that kids love best, this new edition of a beloved classic will delight and inspire a whole new generation of readers.",1
